date,session_id,customer_id,customer_type,is_logged_in,channel
2024-01-06,S0000143,,,False,ダイレクト
2024-01-06,S0000142,,,False,リターゲ
2024-01-06,S0000139,C001635,個人,True,ディスプレイ広告
2024-01-06,S0000138,,,False,検索広告
2024-01-06,S0000137,C001136,個人,True,リターゲ
2024-01-06,S0000136,C002083,法人,True,自然検索
2024-01-06,S0000135,,,False,DM
2024-01-06,S0000134,C000036,個人,True,ディスプレイ広告
2024-01-06,S0000133,C002529,個人,True,自然検索
2024-01-06,S0000140,C002057,個人,True,自然検索
2024-01-07,S0000167,C002113,個人,True,ダイレクト
2024-01-07,S0000168,,,False,ディスプレイ広告
2024-01-07,S0000169,C000737,個人,True,ダイレクト
2024-01-07,S0000170,,,False,検索広告
2024-01-07,S0000171,C000784,法人,True,自然検索
2024-01-07,S0000172,C000097,個人事業主,True,DM
2024-01-07,S0000175,C001064,法人,True,検索広告
2024-01-07,S0000174,,,False,自然検索
2024-01-07,S0000165,C002432,法人,True,検索広告
2024-01-07,S0000176,C000564,個人,True,DM
2024-01-07,S0000177,C002041,個人事業主,True,自然検索
2024-01-07,S0000178,C002232,個人,True,ディスプレイ広告
2024-01-07,S0000179,C000590,個人,True,自然検索
2024-01-07,S0000180,,,False,ダイレクト
2024-01-07,S0000173,,,False,リターゲ
2024-01-07,S0000164,,,False,ダイレクト
2024-01-07,S0000166,,,False,自然検索
2024-01-07,S0000162,C000060,個人,True,リターゲ
2024-01-07,S0000148,,,False,ダイレクト
2024-01-07,S0000163,,,False,自然検索
2024-01-07,S0000150,C001350,個人,True,検索広告
2024-01-07,S0000151,C000859,個人,True,検索広告
2024-01-07,S0000152,C000193,法人,True,自然検索
2024-01-07,S0000153,,,False,検索広告
2024-01-07,S0000154,C002085,法人,True,ディスプレイ広告
2024-01-07,S0000149,,,False,ディスプレイ広告
2024-01-07,S0000156,C002793,個人事業主,True,ディスプレイ広告
2024-01-07,S0000157,C000352,個人,True,自然検索
2024-01-07,S0000158,C002009,個人事業主,True,ディスプレイ広告
2024-01-07,S0000159,,,False,自然検索
2024-01-07,S0000160,,,False,検索広告
2024-01-07,S0000161,C002377,個人事業主,True,リターゲ
2024-01-07,S0000155,C000061,個人,True,リターゲ
2024-01-08,S0000195,,,False,ディスプレイ広告
2024-01-08,S0000196,C000804,個人,True,リターゲ
2024-01-08,S0000197,C001181,法人,True,自然検索
2024-01-08,S0000198,C002936,個人,True,リターゲ
2024-01-08,S0000199,C001749,法人,True,検索広告
2024-01-08,S0000202,C002323,法人,True,ディスプレイ広告
2024-01-08,S0000201,,,False,ディスプレイ広告
2024-01-08,S0000203,,,False,自然検索
2024-01-08,S0000204,C001658,個人事業主,True,ディスプレイ広告
2024-01-08,S0000194,,,False,検索広告
2024-01-08,S0000200,C001793,個人,True,自然検索
2024-01-08,S0000193,,,False,ダイレクト
2024-01-08,S0000186,C001692,法人,True,検索広告
2024-01-08,S0000191,C001248,法人,True,自然検索
2024-01-08,S0000181,C002390,法人,True,リターゲ
2024-01-08,S0000182,C001228,個人,True,ディスプレイ広告
2024-01-08,S0000184,C001971,個人,True,自然検索
2024-01-08,S0000185,,,False,自然検索
2024-01-08,S0000183,C001664,個人,True,検索広告
2024-01-08,S0000187,,,False,自然検索
2024-01-08,S0000188,C002946,個人事業主,True,DM
2024-01-08,S0000189,C000764,法人,True,ディスプレイ広告
2024-01-08,S0000190,,,False,自然検索
2024-01-08,S0000192,C001873,個人,True,ダイレクト
2024-01-09,S0000228,C002589,個人事業主,True,検索広告
2024-01-09,S0000223,C000628,個人事業主,True,自然検索
2024-01-09,S0000224,C002638,個人,True,ダイレクト
2024-01-09,S0000225,C001097,個人,True,検索広告
2024-01-09,S0000226,C001601,個人事業主,True,リターゲ
2024-01-09,S0000227,C002491,個人,True,検索広告
2024-01-09,S0000229,C002242,個人事業主,True,ダイレクト
2024-01-09,S0000234,C001795,法人,True,検索広告
2024-01-09,S0000231,,,False,検索広告
2024-01-09,S0000232,,,False,自然検索
2024-01-09,S0000233,,,False,検索広告
2024-01-09,S0000222,,,False,自然検索
2024-01-09,S0000236,C000055,法人,True,ディスプレイ広告
2024-01-09,S0000237,C000495,個人,True,リターゲ
2024-01-09,S0000230,,,False,ダイレクト
2024-01-09,S0000221,C002759,個人,True,ディスプレイ広告
2024-01-09,S0000235,C000819,個人,True,検索広告
2024-01-09,S0000219,,,False,検索広告
2024-01-09,S0000220,,,False,リターゲ
2024-01-09,S0000205,,,False,検索広告
2024-01-09,S0000207,C000554,個人,True,ディスプレイ広告
2024-01-09,S0000208,C000883,法人,True,リターゲ
2024-01-09,S0000209,C002400,個人,True,ディスプレイ広告
2024-01-09,S0000210,C002660,個人,True,ダイレクト
2024-01-09,S0000211,,,False,ディスプレイ広告
2024-01-09,S0000206,,,False,ディスプレイ広告
2024-01-09,S0000213,C000156,個人,True,ディスプレイ広告
2024-01-09,S0000214,C000424,個人事業主,True,自然検索
2024-01-09,S0000215,C000852,法人,True,自然検索
2024-01-09,S0000216,C000291,法人,True,検索広告
2024-01-09,S0000218,,,False,検索広告
2024-01-09,S0000217,C002377,個人事業主,True,検索広告
2024-01-09,S0000212,,,False,リターゲ
2024-01-10,S0000254,C000811,個人,True,検索広告
2024-01-10,S0000255,,,False,自然検索
2024-01-10,S0000256,,,False,自然検索
2024-01-10,S0000257,C000434,個人事業主,True,検索広告
2024-01-10,S0000258,C001420,法人,True,リターゲ
2024-01-10,S0000261,C001649,個人,True,検索広告
2024-01-10,S0000260,,,False,自然検索
2024-01-10,S0000262,,,False,自然検索
2024-01-10,S0000263,,,False,ダイレクト
2024-01-10,S0000264,C001286,個人,True,ダイレクト
2024-01-10,S0000253,C001281,個人事業主,True,ダイレクト
2024-01-10,S0000265,C002219,個人,True,検索広告
2024-01-10,S0000259,C001531,法人,True,ダイレクト
2024-01-10,S0000252,C000251,個人,True,自然検索
2024-01-10,S0000249,C001963,個人,True,DM
2024-01-10,S0000250,,,False,ダイレクト
2024-01-10,S0000251,,,False,ディスプレイ広告
2024-01-10,S0000239,C002554,個人事業主,True,自然検索
2024-01-10,S0000240,C001115,個人事業主,True,自然検索
2024-01-10,S0000241,C002125,個人事業主,True,ディスプレイ広告
2024-01-10,S0000242,C000291,法人,True,ディスプレイ広告
2024-01-10,S0000238,,,False,ディスプレイ広告
2024-01-10,S0000244,C001325,法人,True,検索広告
2024-01-10,S0000245,,,False,ディスプレイ広告
2024-01-10,S0000246,,,False,自然検索
2024-01-10,S0000247,C001765,個人,True,自然検索
2024-01-10,S0000248,,,False,ディスプレイ広告
2024-01-10,S0000243,C000157,法人,True,ダイレクト
2024-01-11,S0000279,C002959,個人,True,DM
2024-01-11,S0000280,,,False,ディスプレイ広告
2024-01-11,S0000281,C001502,個人,True,自然検索
2024-01-11,S0000282,,,False,ディスプレイ広告
2024-01-11,S0000285,C001702,個人,True,リターゲ
2024-01-11,S0000284,,,False,ディスプレイ広告
2024-01-11,S0000286,C001609,個人,True,ディスプレイ広告
2024-01-11,S0000287,,,False,自然検索
2024-01-11,S0000278,C001785,法人,True,ダイレクト
2024-01-11,S0000288,C000774,個人,True,検索広告
2024-01-11,S0000277,C001412,個人,True,検索広告
2024-01-11,S0000283,C000569,個人,True,自然検索
2024-01-11,S0000275,C002355,個人,True,自然検索
2024-01-11,S0000266,C001890,個人,True,ダイレクト
2024-01-11,S0000267,C001574,法人,True,DM
2024-01-11,S0000268,C000577,法人,True,ディスプレイ広告
2024-01-11,S0000269,C001619,個人,True,ディスプレイ広告
2024-01-11,S0000276,C002495,個人,True,自然検索
2024-01-11,S0000271,C002470,個人,True,自然検索
2024-01-11,S0000272,,,False,自然検索
2024-01-11,S0000273,C001719,法人,True,検索広告
2024-01-11,S0000274,C002194,法人,True,検索広告
2024-01-11,S0000270,C001478,法人,True,自然検索
2024-01-12,S0000301,,,False,自然検索
2024-01-12,S0000310,,,False,自然検索
2024-01-12,S0000309,,,False,DM
2024-01-12,S0000308,C001850,個人,True,ダイレクト
2024-01-12,S0000307,C000875,個人事業主,True,自然検索
2024-01-12,S0000306,C000171,個人,True,自然検索
2024-01-12,S0000305,C000653,個人,True,ディスプレイ広告
2024-01-12,S0000304,C000376,個人,True,ディスプレイ広告
2024-01-12,S0000303,C000606,法人,True,ダイレクト
2024-01-12,S0000302,C001512,個人,True,自然検索
2024-01-12,S0000300,,,False,ディスプレイ広告
2024-01-12,S0000299,,,False,検索広告
2024-01-12,S0000298,,,False,ディスプレイ広告
2024-01-12,S0000297,,,False,自然検索
2024-01-12,S0000296,C002514,法人,True,ディスプレイ広告
2024-01-12,S0000295,,,False,自然検索
2024-01-12,S0000294,C000522,個人,True,検索広告
2024-01-12,S0000293,C000565,個人,True,自然検索
2024-01-12,S0000292,C000566,法人,True,リターゲ
2024-01-12,S0000291,C001437,個人,True,自然検索
2024-01-12,S0000290,C002277,個人,True,検索広告
2024-01-12,S0000289,,,False,ダイレクト
2024-01-13,S0000324,C001718,個人,True,検索広告
2024-01-13,S0000333,C001773,法人,True,リターゲ
2024-01-13,S0000326,C001617,個人事業主,True,リターゲ
2024-01-13,S0000327,,,False,検索広告
2024-01-13,S0000332,C000279,個人,True,ダイレクト
2024-01-13,S0000329,,,False,自然検索
2024-01-13,S0000330,C001383,法人,True,検索広告
2024-01-13,S0000331,C001644,法人,True,自然検索
2024-01-13,S0000323,,,False,検索広告
2024-01-13,S0000328,C001632,個人,True,自然検索
2024-01-13,S0000322,C002195,個人,True,自然検索
2024-01-13,S0000325,C002602,法人,True,ディスプレイ広告
2024-01-13,S0000320,C000831,個人,True,検索広告
2024-01-13,S0000311,C000424,個人事業主,True,検索広告
2024-01-13,S0000312,,,False,検索広告
2024-01-13,S0000313,,,False,自然検索
2024-01-13,S0000314,,,False,自然検索
2024-01-13,S0000321,C000924,個人,True,DM
2024-01-13,S0000316,C000905,法人,True,ダイレクト
2024-01-13,S0000317,,,False,検索広告
2024-01-13,S0000318,,,False,ディスプレイ広告
2024-01-13,S0000319,C000315,個人,True,ディスプレイ広告
2024-01-13,S0000315,,,False,ダイレクト
2024-01-14,S0000350,C001093,法人,True,自然検索
2024-01-14,S0000351,C000307,個人,True,自然検索
2024-01-14,S0000352,C002829,法人,True,自然検索
2024-01-14,S0000353,C002820,個人事業主,True,自然検索
2024-01-14,S0000354,C002682,個人事業主,True,自然検索
2024-01-14,S0000355,C002426,個人,True,DM
2024-01-14,S0000357,C000075,個人事業主,True,ディスプレイ広告
2024-01-14,S0000358,C000423,個人,True,ディスプレイ広告
2024-01-14,S0000359,,,False,自然検索
2024-01-14,S0000349,,,False,ディスプレイ広告
2024-01-14,S0000361,,,False,リターゲ
2024-01-14,S0000362,C001109,個人事業主,True,検索広告
2024-01-14,S0000356,C002717,法人,True,自然検索
2024-01-14,S0000360,C002157,法人,True,DM
2024-01-14,S0000348,C002935,個人,True,自然検索
2024-01-14,S0000346,,,False,自然検索
2024-01-14,S0000347,C001555,法人,True,自然検索
2024-01-14,S0000335,,,False,リターゲ
2024-01-14,S0000336,,,False,検索広告
2024-01-14,S0000337,C000650,個人,True,リターゲ
2024-01-14,S0000338,C002648,個人,True,ディスプレイ広告
2024-01-14,S0000339,,,False,検索広告
2024-01-14,S0000334,C001793,個人,True,自然検索
2024-01-14,S0000341,C001799,個人,True,ディスプレイ広告
2024-01-14,S0000342,C002692,個人,True,ディスプレイ広告
2024-01-14,S0000343,C002242,個人事業主,True,自然検索
2024-01-14,S0000344,C001197,個人,True,リターゲ
2024-01-14,S0000345,C000728,個人,True,DM
2024-01-14,S0000340,C002787,個人,True,自然検索
2024-01-15,S0000376,C001566,個人,True,DM
2024-01-15,S0000377,C001688,個人,True,DM
2024-01-15,S0000378,C002508,個人,True,DM
2024-01-15,S0000379,,,False,ダイレクト
2024-01-15,S0000382,C000942,個人,True,ディスプレイ広告
2024-01-15,S0000381,,,False,ディスプレイ広告
2024-01-15,S0000383,C001120,個人,True,検索広告
2024-01-15,S0000384,C000697,個人,True,ディスプレイ広告
2024-01-15,S0000375,C000575,個人,True,自然検索
2024-01-15,S0000380,C001406,個人,True,リターゲ
2024-01-15,S0000374,,,False,自然検索
2024-01-15,S0000385,C002099,個人,True,ダイレクト
2024-01-15,S0000372,C000911,個人事業主,True,リターゲ
2024-01-15,S0000373,C002165,個人,True,リターゲ
2024-01-15,S0000364,C002958,個人,True,検索広告
2024-01-15,S0000365,,,False,検索広告
2024-01-15,S0000366,,,False,自然検索
2024-01-15,S0000363,C002007,個人,True,ディスプレイ広告
2024-01-15,S0000368,,,False,検索広告
2024-01-15,S0000369,,,False,ディスプレイ広告
2024-01-15,S0000370,C002673,個人,True,検索広告
2024-01-15,S0000371,,,False,自然検索
2024-01-15,S0000367,C001821,個人事業主,True,自然検索
2024-01-16,S0000398,,,False,自然検索
2024-01-16,S0000405,C001182,個人,True,DM
2024-01-16,S0000404,,,False,自然検索
2024-01-16,S0000403,C001955,個人,True,検索広告
2024-01-16,S0000402,C000845,個人,True,検索広告
2024-01-16,S0000401,,,False,ディスプレイ広告
2024-01-16,S0000400,C000479,個人,True,自然検索
2024-01-16,S0000399,C000075,個人事業主,True,自然検索
2024-01-16,S0000396,,,False,ダイレクト
2024-01-16,S0000397,C002789,個人事業主,True,検索広告
2024-01-16,S0000394,C002039,個人,True,自然検索
2024-01-16,S0000393,C000186,個人,True,ディスプレイ広告
2024-01-16,S0000392,,,False,自然検索
2024-01-16,S0000391,C001376,法人,True,自然検索
2024-01-16,S0000390,C001814,法人,True,ダイレクト
2024-01-16,S0000389,C000759,個人,True,自然検索
2024-01-16,S0000388,,,False,リターゲ
2024-01-16,S0000387,C000168,個人,True,自然検索
2024-01-16,S0000386,,,False,自然検索
2024-01-16,S0000395,C001194,個人,True,ダイレクト
2024-01-17,S0000423,C000607,個人事業主,True,ディスプレイ広告
2024-01-17,S0000424,,,False,ディスプレイ広告
2024-01-17,S0000425,,,False,自然検索
2024-01-17,S0000426,C002275,個人,True,ディスプレイ広告
2024-01-17,S0000427,,,False,検索広告
2024-01-17,S0000428,,,False,検索広告
2024-01-17,S0000434,,,False,自然検索
2024-01-17,S0000431,,,False,検索広告
2024-01-17,S0000432,C000967,法人,True,ディスプレイ広告
2024-01-17,S0000433,C001345,個人,True,自然検索
2024-01-17,S0000435,C002572,個人,True,検索広告
2024-01-17,S0000422,,,False,自然検索
2024-01-17,S0000429,C001516,個人,True,検索広告
2024-01-17,S0000421,,,False,自然検索
2024-01-17,S0000430,,,False,ディスプレイ広告
2024-01-17,S0000419,,,False,ディスプレイ広告
2024-01-17,S0000420,C001621,個人事業主,True,ダイレクト
2024-01-17,S0000406,,,False,ダイレクト
2024-01-17,S0000407,C000992,法人,True,ダイレクト
2024-01-17,S0000408,C001482,個人,True,ディスプレイ広告
2024-01-17,S0000409,,,False,自然検索
2024-01-17,S0000411,C002160,個人,True,自然検索
2024-01-17,S0000410,,,False,検索広告
2024-01-17,S0000413,C000299,個人,True,検索広告
2024-01-17,S0000414,C001555,法人,True,検索広告
2024-01-17,S0000415,C000851,個人,True,ディスプレイ広告
2024-01-17,S0000416,C002202,個人事業主,True,自然検索
2024-01-17,S0000417,,,False,自然検索
2024-01-17,S0000418,,,False,リターゲ
2024-01-17,S0000412,C000360,個人,True,ダイレクト
2024-01-18,S0000454,C001413,個人事業主,True,自然検索
2024-01-18,S0000459,C000540,個人,True,自然検索
2024-01-18,S0000455,C000251,個人,True,ダイレクト
2024-01-18,S0000456,C001831,個人,True,DM
2024-01-18,S0000457,C002496,個人,True,検索広告
2024-01-18,S0000458,C002326,個人,True,リターゲ
2024-01-18,S0000460,,,False,自然検索
2024-01-18,S0000467,,,False,ディスプレイ広告
2024-01-18,S0000462,,,False,ディスプレイ広告
2024-01-18,S0000463,,,False,自然検索
2024-01-18,S0000464,C002297,個人,True,ディスプレイ広告
2024-01-18,S0000465,C001718,個人,True,リターゲ
2024-01-18,S0000466,C000208,個人,True,ディスプレイ広告
2024-01-18,S0000468,,,False,ディスプレイ広告
2024-01-18,S0000461,,,False,自然検索
2024-01-18,S0000452,C000887,個人,True,自然検索
2024-01-18,S0000453,,,False,自然検索
2024-01-18,S0000450,C000879,個人,True,ディスプレイ広告
2024-01-18,S0000451,C002693,個人,True,自然検索
2024-01-18,S0000436,,,False,検索広告
2024-01-18,S0000437,C002901,個人,True,自然検索
2024-01-18,S0000438,C002120,個人,True,自然検索
2024-01-18,S0000440,,,False,ディスプレイ広告
2024-01-18,S0000441,C002443,個人,True,リターゲ
2024-01-18,S0000442,C001958,個人,True,自然検索
2024-01-18,S0000439,,,False,検索広告
2024-01-18,S0000444,,,False,検索広告
2024-01-18,S0000445,C001925,個人,True,DM
2024-01-18,S0000446,,,False,リターゲ
2024-01-18,S0000447,C000597,個人事業主,True,DM
2024-01-18,S0000448,C002548,個人,True,自然検索
2024-01-18,S0000449,,,False,自然検索
2024-01-18,S0000443,C000237,個人,True,ダイレクト
2024-01-19,S0000494,,,False,自然検索
2024-01-19,S0000489,,,False,ディスプレイ広告
2024-01-19,S0000490,,,False,自然検索
2024-01-19,S0000491,,,False,自然検索
2024-01-19,S0000492,C002469,法人,True,リターゲ
2024-01-19,S0000493,C001782,個人,True,自然検索
2024-01-19,S0000495,,,False,検索広告
2024-01-19,S0000503,,,False,検索広告
2024-01-19,S0000497,C001839,法人,True,検索広告
2024-01-19,S0000498,,,False,リターゲ
2024-01-19,S0000499,C000562,個人,True,検索広告
2024-01-19,S0000500,C002059,個人,True,自然検索
2024-01-19,S0000501,C002933,個人,True,DM
2024-01-19,S0000502,C001532,個人,True,ダイレクト
2024-01-19,S0000488,,,False,自然検索
2024-01-19,S0000496,,,False,ディスプレイ広告
2024-01-19,S0000487,C001482,個人,True,自然検索
2024-01-19,S0000475,,,False,自然検索
2024-01-19,S0000485,,,False,自然検索
2024-01-19,S0000469,C002085,法人,True,自然検索
2024-01-19,S0000470,,,False,検索広告
2024-01-19,S0000472,C000357,個人,True,自然検索
2024-01-19,S0000473,C000533,個人,True,自然検索
2024-01-19,S0000474,C002551,個人事業主,True,リターゲ
2024-01-19,S0000486,,,False,自然検索
2024-01-19,S0000476,,,False,自然検索
2024-01-19,S0000471,C002640,個人,True,リターゲ
2024-01-19,S0000478,C000540,個人,True,ディスプレイ広告
2024-01-19,S0000479,C000448,個人,True,リターゲ
2024-01-19,S0000480,C000764,法人,True,ディスプレイ広告
2024-01-19,S0000481,C001672,個人,True,ディスプレイ広告
2024-01-19,S0000482,C001040,個人,True,自然検索
2024-01-19,S0000483,C002695,個人,True,自然検索
2024-01-19,S0000484,C001336,個人,True,リターゲ
2024-01-19,S0000477,,,False,ディスプレイ広告
2024-01-20,S0000520,C000267,個人,True,検索広告
2024-01-20,S0000521,C000989,個人,True,ダイレクト
2024-01-20,S0000522,C000290,個人事業主,True,検索広告
2024-01-20,S0000523,C001427,個人,True,ダイレクト
2024-01-20,S0000524,C002094,法人,True,検索広告
2024-01-20,S0000528,C001975,法人,True,リターゲ
2024-01-20,S0000526,,,False,自然検索
2024-01-20,S0000527,,,False,ダイレクト
2024-01-20,S0000529,,,False,自然検索
2024-01-20,S0000530,,,False,自然検索
2024-01-20,S0000519,C001601,個人事業主,True,自然検索
2024-01-20,S0000525,C002437,個人,True,ディスプレイ広告
2024-01-20,S0000518,,,False,自然検索
2024-01-20,S0000531,C002130,法人,True,ディスプレイ広告
2024-01-20,S0000516,C000746,個人,True,ダイレクト
2024-01-20,S0000517,C002308,個人,True,自然検索
2024-01-20,S0000504,C002686,法人,True,ダイレクト
2024-01-20,S0000505,C002402,個人,True,ダイレクト
2024-01-20,S0000507,,,False,自然検索
2024-01-20,S0000508,,,False,自然検索
2024-01-20,S0000509,C001383,法人,True,DM
2024-01-20,S0000506,C002235,個人,True,自然検索
2024-01-20,S0000511,,,False,自然検索
2024-01-20,S0000512,C002609,個人,True,リターゲ
2024-01-20,S0000513,C002380,個人,True,自然検索
2024-01-20,S0000514,,,False,検索広告
2024-01-20,S0000515,,,False,検索広告
2024-01-20,S0000510,C002069,個人,True,自然検索
2024-01-21,S0000556,C000449,法人,True,ディスプレイ広告
2024-01-21,S0000551,,,False,自然検索
2024-01-21,S0000552,C001347,個人,True,リターゲ
2024-01-21,S0000553,,,False,自然検索
2024-01-21,S0000554,,,False,検索広告
2024-01-21,S0000555,,,False,自然検索
2024-01-21,S0000557,C000143,個人,True,リターゲ
2024-01-21,S0000563,C000756,個人,True,自然検索
2024-01-21,S0000559,C002628,個人,True,ディスプレイ広告
2024-01-21,S0000560,,,False,自然検索
2024-01-21,S0000561,,,False,自然検索
2024-01-21,S0000562,C002692,個人,True,自然検索
2024-01-21,S0000550,C002745,個人,True,自然検索
