order_id,order_date,customer_id,product_id,sku_id,quantity,unit_price,discount,total_amount,coupon_code,payment_method,status
ORD0000042,2024-01-02,C002905,P0004,SKU00041,1,4800,0,4800,,クレジットカード,完了
ORD0000043,2024-01-02,C001525,P0004,SKU00041,1,4800,1200,3600,VIP25,楽天ペイ,完了
ORD0000044,2024-01-02,C000860,P0006,SKU00077,1,8900,0,8900,,クレジットカード,完了
ORD0000045,2024-01-02,C000860,P0007,SKU00093,1,6600,1320,5280,SUMMER20,コンビニ払い,キャンセル
ORD0000046,2024-01-02,C002692,P0011,SKU00134,1,6400,0,6400,,PayPay,完了
ORD0000047,2024-01-02,C002692,P0004,SKU00052,1,4800,480,4320,WELCOME10,PayPay,完了
ORD0000048,2024-01-02,C001666,P0001,SKU00006,1,3700,0,3700,,楽天ペイ,完了
ORD0000049,2024-01-02,C000202,P0005,SKU00058,1,13100,0,13100,,クレジットカード,完了
ORD0000050,2024-01-02,C000202,P0005,SKU00065,1,13100,1965,11135,WINTER15,クレジットカード,完了
ORD0000051,2024-01-02,C000202,P0007,SKU00092,1,6600,0,6600,,クレジットカード,返品
ORD0000052,2024-01-02,C000773,P0004,SKU00037,2,4800,0,9600,,楽天ペイ,完了
ORD0000053,2024-01-02,C000773,P0009,SKU00110,2,2400,0,4800,,クレジットカード,完了
ORD0000054,2024-01-02,C000773,P0008,SKU00102,3,14800,6660,37740,WINTER15,クレジットカード,完了
ORD0000055,2024-01-02,C001663,P0013,SKU00143,1,12800,2560,10240,SUMMER20,PayPay,完了
ORD0000056,2024-01-02,C001686,P0009,SKU00110,1,2400,240,2160,WELCOME10,コンビニ払い,完了
ORD0000057,2024-01-02,C001686,P0007,SKU00095,1,6600,0,6600,,楽天ペイ,完了
ORD0000058,2024-01-02,C001686,P0008,SKU00108,1,14800,2220,12580,WINTER15,クレジットカード,完了
ORD0000059,2024-01-02,C002745,P0005,SKU00061,1,13100,0,13100,,クレジットカード,完了
ORD0000060,2024-01-02,C002745,P0003,SKU00035,1,4800,960,3840,SUMMER20,コンビニ払い,完了
ORD0000061,2024-01-02,C002745,P0001,SKU00004,1,3700,740,2960,SUMMER20,PayPay,キャンセル
ORD0000062,2024-01-02,C001974,P0002,SKU00009,1,12300,1845,10455,WINTER15,クレジットカード,キャンセル
ORD0000063,2024-01-02,C001974,P0007,SKU00096,2,6600,2640,10560,SUMMER20,コンビニ払い,完了
ORD0000064,2024-01-02,C001974,P0013,SKU00145,1,12800,2560,10240,SUMMER20,クレジットカード,完了
ORD0000065,2024-01-02,C000078,P0007,SKU00093,1,6600,0,6600,,クレジットカード,完了
ORD0000066,2024-01-02,C000078,P0002,SKU00023,1,12300,0,12300,,楽天ペイ,完了
ORD0000067,2024-01-02,C000078,P0007,SKU00094,1,6600,0,6600,,PayPay,返品
ORD0000068,2024-01-03,C000550,P0016,SKU00152,1,5200,0,5200,,楽天ペイ,完了
ORD0000069,2024-01-03,C000550,P0011,SKU00136,1,6400,640,5760,WELCOME10,クレジットカード,完了
ORD0000070,2024-01-03,C000550,P0013,SKU00145,1,12800,0,12800,,代金引換,完了
ORD0000071,2024-01-03,C001710,P0003,SKU00028,1,4800,960,3840,SUMMER20,楽天ペイ,完了
ORD0000072,2024-01-03,C001710,P0012,SKU00142,1,3600,0,3600,,クレジットカード,返品
ORD0000073,2024-01-03,C000617,P0009,SKU00115,1,2400,360,2040,WINTER15,クレジットカード,完了
ORD0000074,2024-01-03,C000617,P0004,SKU00043,1,4800,960,3840,SUMMER20,PayPay,完了
ORD0000075,2024-01-03,C000748,P0015,SKU00149,1,10900,0,10900,,楽天ペイ,完了
ORD0000076,2024-01-03,C000748,P0004,SKU00045,1,4800,720,4080,WINTER15,PayPay,完了
ORD0000077,2024-01-03,C000748,P0017,SKU00157,1,7700,0,7700,,クレジットカード,完了
ORD0000078,2024-01-03,C001726,P0008,SKU00106,1,14800,0,14800,,クレジットカード,完了
ORD0000079,2024-01-03,C001726,P0009,SKU00118,1,2400,0,2400,,PayPay,完了
ORD0000080,2024-01-03,C001370,P0003,SKU00026,1,4800,0,4800,,PayPay,完了
ORD0000081,2024-01-03,C002940,P0001,SKU00007,1,3700,555,3145,WINTER15,クレジットカード,完了
ORD0000082,2024-01-03,C002835,P0011,SKU00138,1,6400,960,5440,WINTER15,楽天ペイ,完了
ORD0000083,2024-01-03,C002010,P0009,SKU00117,1,2400,0,2400,,クレジットカード,完了
ORD0000084,2024-01-04,C002892,P0008,SKU00104,1,14800,0,14800,,コンビニ払い,完了
ORD0000085,2024-01-04,C002892,P0006,SKU00070,1,8900,2225,6675,VIP25,コンビニ払い,完了
ORD0000086,2024-01-04,C002248,P0010,SKU00130,1,3100,0,3100,,クレジットカード,完了
ORD0000087,2024-01-04,C002248,P0004,SKU00040,2,4800,1920,7680,SUMMER20,コンビニ払い,完了
ORD0000088,2024-01-04,C000186,P0002,SKU00011,1,12300,2460,9840,SUMMER20,楽天ペイ,完了
ORD0000089,2024-01-04,C001555,P0008,SKU00107,2,14800,0,29600,,クレジットカード,完了
ORD0000090,2024-01-04,C001424,P0002,SKU00010,3,12300,0,36900,,PayPay,キャンセル
ORD0000091,2024-01-04,C000843,P0013,SKU00145,1,12800,0,12800,,PayPay,完了
ORD0000092,2024-01-04,C000843,P0009,SKU00118,1,2400,0,2400,,PayPay,完了
ORD0000093,2024-01-04,C001258,P0006,SKU00071,1,8900,0,8900,,代金引換,完了
ORD0000094,2024-01-04,C000847,P0008,SKU00100,1,14800,0,14800,,クレジットカード,完了
ORD0000095,2024-01-04,C001331,P0009,SKU00119,1,2400,240,2160,WELCOME10,代金引換,完了
ORD0000096,2024-01-04,C002707,P0016,SKU00155,1,5200,1300,3900,VIP25,クレジットカード,完了
ORD0000097,2024-01-05,C001330,P0016,SKU00152,1,5200,520,4680,WELCOME10,PayPay,完了
ORD0000098,2024-01-05,C000744,P0002,SKU00020,1,12300,0,12300,,楽天ペイ,完了
ORD0000099,2024-01-05,C001781,P0008,SKU00105,1,14800,2960,11840,SUMMER20,PayPay,完了
ORD0000100,2024-01-05,C000352,P0011,SKU00135,2,6400,0,12800,,クレジットカード,完了
ORD0000101,2024-01-05,C002237,P0002,SKU00011,1,12300,1845,10455,WINTER15,コンビニ払い,返品
ORD0000102,2024-01-05,C000980,P0007,SKU00096,3,6600,0,19800,,クレジットカード,完了
ORD0000103,2024-01-05,C001327,P0004,SKU00044,1,4800,480,4320,WELCOME10,PayPay,完了
ORD0000104,2024-01-05,C001327,P0009,SKU00119,1,2400,0,2400,,代金引換,完了
ORD0000105,2024-01-05,C000181,P0011,SKU00140,1,6400,0,6400,,PayPay,完了
ORD0000106,2024-01-05,C001589,P0010,SKU00125,1,3100,0,3100,,楽天ペイ,完了
ORD0000107,2024-01-05,C001589,P0005,SKU00061,2,13100,3930,22270,WINTER15,PayPay,完了
ORD0000108,2024-01-05,C001156,P0004,SKU00045,2,4800,0,9600,,楽天ペイ,完了
ORD0000109,2024-01-05,C001466,P0005,SKU00054,1,13100,3275,9825,VIP25,クレジットカード,完了
ORD0000110,2024-01-06,C002530,P0004,SKU00046,1,4800,0,4800,,代金引換,完了
ORD0000111,2024-01-06,C002530,P0009,SKU00115,1,2400,0,2400,,クレジットカード,完了
ORD0000112,2024-01-06,C001326,P0008,SKU00104,1,14800,2960,11840,SUMMER20,PayPay,完了
ORD0000113,2024-01-06,C001326,P0002,SKU00018,2,12300,0,24600,,コンビニ払い,完了
ORD0000114,2024-01-06,C001471,P0013,SKU00144,2,12800,0,25600,,楽天ペイ,完了
ORD0000115,2024-01-06,C001471,P0008,SKU00106,1,14800,0,14800,,コンビニ払い,完了
ORD0000116,2024-01-06,C000561,P0008,SKU00099,1,14800,0,14800,,楽天ペイ,完了
ORD0000117,2024-01-06,C001601,P0007,SKU00094,1,6600,1650,4950,VIP25,コンビニ払い,完了
ORD0000118,2024-01-06,C001601,P0002,SKU00011,1,12300,1845,10455,WINTER15,PayPay,完了
ORD0000119,2024-01-06,C002684,P0002,SKU00017,2,12300,6150,18450,VIP25,クレジットカード,完了
ORD0000120,2024-01-06,C001304,P0010,SKU00128,1,3100,0,3100,,PayPay,完了
ORD0000121,2024-01-06,C001304,P0015,SKU00151,1,10900,0,10900,,代金引換,完了
ORD0000122,2024-01-06,C002087,P0007,SKU00081,1,6600,0,6600,,コンビニ払い,完了
ORD0000123,2024-01-06,C002925,P0005,SKU00058,1,13100,0,13100,,PayPay,完了
ORD0000124,2024-01-06,C002864,P0007,SKU00092,1,6600,0,6600,,コンビニ払い,完了
ORD0000125,2024-01-06,C002756,P0003,SKU00031,1,4800,960,3840,SUMMER20,コンビニ払い,完了
ORD0000126,2024-01-06,C001624,P0006,SKU00069,1,8900,0,8900,,クレジットカード,完了
ORD0000127,2024-01-06,C001155,P0009,SKU00117,1,2400,600,1800,VIP25,PayPay,完了
ORD0000128,2024-01-06,C000700,P0004,SKU00044,1,4800,1200,3600,VIP25,クレジットカード,完了
ORD0000129,2024-01-06,C002673,P0004,SKU00043,3,4800,0,14400,,コンビニ払い,完了
ORD0000130,2024-01-06,C002673,P0008,SKU00102,1,14800,2220,12580,WINTER15,代金引換,完了
ORD0000131,2024-01-07,C001204,P0009,SKU00119,1,2400,600,1800,VIP25,コンビニ払い,完了
ORD0000132,2024-01-07,C001204,P0015,SKU00151,1,10900,1635,9265,WINTER15,PayPay,完了
ORD0000133,2024-01-07,C000484,P0002,SKU00010,1,12300,0,12300,,クレジットカード,完了
ORD0000134,2024-01-07,C000569,P0008,SKU00101,2,14800,2960,26640,WELCOME10,クレジットカード,完了
ORD0000135,2024-01-07,C001897,P0010,SKU00129,1,3100,775,2325,VIP25,クレジットカード,完了
ORD0000136,2024-01-07,C001897,P0008,SKU00105,1,14800,0,14800,,PayPay,完了
ORD0000137,2024-01-07,C001524,P0002,SKU00010,1,12300,2460,9840,SUMMER20,クレジットカード,完了
ORD0000138,2024-01-07,C001284,P0002,SKU00024,1,12300,2460,9840,SUMMER20,PayPay,完了
ORD0000139,2024-01-07,C002315,P0003,SKU00027,1,4800,1200,3600,VIP25,コンビニ払い,完了
ORD0000140,2024-01-07,C001907,P0007,SKU00085,1,6600,0,6600,,クレジットカード,完了
ORD0000141,2024-01-07,C002935,P0007,SKU00096,1,6600,0,6600,,PayPay,完了
ORD0000142,2024-01-07,C001730,P0014,SKU00148,1,4900,490,4410,WELCOME10,クレジットカード,完了
ORD0000143,2024-01-07,C000092,P0008,SKU00105,2,14800,2960,26640,WELCOME10,PayPay,完了
ORD0000144,2024-01-07,C000092,P0006,SKU00070,2,8900,0,17800,,クレジットカード,返品
ORD0000145,2024-01-07,C000988,P0009,SKU00118,1,2400,600,1800,VIP25,クレジットカード,キャンセル
ORD0000146,2024-01-07,C001631,P0015,SKU00151,1,10900,0,10900,,クレジットカード,完了
ORD0000147,2024-01-07,C001935,P0005,SKU00060,1,13100,1965,11135,WINTER15,PayPay,完了
ORD0000148,2024-01-08,C001748,P0010,SKU00132,2,3100,620,5580,WELCOME10,コンビニ払い,完了
ORD0000149,2024-01-08,C000223,P0003,SKU00031,2,4800,960,8640,WELCOME10,代金引換,完了
ORD0000150,2024-01-08,C000223,P0001,SKU00001,2,3700,0,7400,,PayPay,キャンセル
ORD0000151,2024-01-08,C002878,P0016,SKU00153,1,5200,0,5200,,PayPay,完了
ORD0000152,2024-01-08,C002915,P0009,SKU00118,1,2400,0,2400,,楽天ペイ,完了
ORD0000153,2024-01-08,C001261,P0011,SKU00137,1,6400,0,6400,,コンビニ払い,完了
ORD0000154,2024-01-08,C001140,P0008,SKU00107,1,14800,0,14800,,クレジットカード,完了
ORD0000155,2024-01-08,C001140,P0004,SKU00050,1,4800,1200,3600,VIP25,PayPay,完了
ORD0000156,2024-01-08,C000189,P0008,SKU00107,1,14800,3700,11100,VIP25,楽天ペイ,完了
ORD0000157,2024-01-08,C000810,P0007,SKU00084,1,6600,0,6600,,PayPay,キャンセル
ORD0000158,2024-01-08,C001755,P0003,SKU00032,2,4800,960,8640,WELCOME10,クレジットカード,完了
ORD0000159,2024-01-08,C001755,P0010,SKU00128,1,3100,0,3100,,コンビニ払い,完了
ORD0000160,2024-01-08,C001755,P0002,SKU00011,1,12300,3075,9225,VIP25,クレジットカード,完了
ORD0000161,2024-01-08,C001323,P0008,SKU00107,2,14800,0,29600,,クレジットカード,完了
ORD0000162,2024-01-08,C000285,P0003,SKU00030,1,4800,0,4800,,楽天ペイ,完了
ORD0000163,2024-01-08,C002611,P0001,SKU00008,1,3700,370,3330,WELCOME10,PayPay,完了
ORD0000164,2024-01-08,C000484,P0011,SKU00136,1,6400,0,6400,,クレジットカード,完了
ORD0000165,2024-01-08,C001574,P0009,SKU00113,2,2400,0,4800,,楽天ペイ,キャンセル
ORD0000166,2024-01-08,C002102,P0004,SKU00045,1,4800,0,4800,,クレジットカード,完了
ORD0000167,2024-01-08,C002222,P0007,SKU00094,1,6600,990,5610,WINTER15,クレジットカード,完了
ORD0000168,2024-01-08,C002640,P0006,SKU00069,1,8900,0,8900,,コンビニ払い,完了
ORD0000169,2024-01-08,C000510,P0004,SKU00037,1,4800,720,4080,WINTER15,クレジットカード,完了
ORD0000170,2024-01-08,C000510,P0004,SKU00051,1,4800,1200,3600,VIP25,クレジットカード,完了
ORD0000171,2024-01-08,C002947,P0003,SKU00026,1,4800,0,4800,,コンビニ払い,完了
ORD0000172,2024-01-09,C000519,P0005,SKU00059,2,13100,3930,22270,WINTER15,クレジットカード,完了
ORD0000173,2024-01-09,C002046,P0006,SKU00074,3,8900,0,26700,,PayPay,完了
ORD0000174,2024-01-09,C002046,P0001,SKU00001,1,3700,740,2960,SUMMER20,コンビニ払い,完了
ORD0000175,2024-01-09,C001746,P0009,SKU00109,1,2400,240,2160,WELCOME10,クレジットカード,完了
ORD0000176,2024-01-09,C001960,P0013,SKU00143,1,12800,0,12800,,クレジットカード,完了
ORD0000177,2024-01-09,C001960,P0009,SKU00118,1,2400,0,2400,,コンビニ払い,完了
ORD0000178,2024-01-09,C001960,P0003,SKU00030,1,4800,0,4800,,クレジットカード,完了
ORD0000179,2024-01-09,C001197,P0008,SKU00104,3,14800,0,44400,,コンビニ払い,キャンセル
ORD0000180,2024-01-09,C001197,P0011,SKU00138,1,6400,0,6400,,クレジットカード,完了
ORD0000181,2024-01-09,C001197,P0007,SKU00083,1,6600,1650,4950,VIP25,クレジットカード,完了
ORD0000182,2024-01-09,C001698,P0008,SKU00103,1,14800,3700,11100,VIP25,楽天ペイ,完了
ORD0000183,2024-01-09,C002792,P0010,SKU00129,1,3100,0,3100,,楽天ペイ,完了
ORD0000184,2024-01-09,C002792,P0009,SKU00118,3,2400,1800,5400,VIP25,PayPay,完了
ORD0000185,2024-01-09,C002792,P0003,SKU00030,1,4800,0,4800,,PayPay,キャンセル
ORD0000186,2024-01-09,C000815,P0006,SKU00069,1,8900,0,8900,,楽天ペイ,完了
ORD0000187,2024-01-09,C000815,P0005,SKU00059,1,13100,0,13100,,コンビニ払い,完了
ORD0000188,2024-01-09,C000388,P0002,SKU00017,1,12300,1845,10455,WINTER15,PayPay,完了
ORD0000189,2024-01-09,C000799,P0003,SKU00032,3,4800,0,14400,,楽天ペイ,完了
ORD0000190,2024-01-09,C001936,P0003,SKU00031,1,4800,0,4800,,代金引換,完了
ORD0000191,2024-01-09,C002807,P0007,SKU00091,1,6600,1320,5280,SUMMER20,クレジットカード,完了
ORD0000192,2024-01-09,C002807,P0003,SKU00027,1,4800,480,4320,WELCOME10,コンビニ払い,完了
ORD0000193,2024-01-09,C002538,P0002,SKU00010,2,12300,3690,20910,WINTER15,クレジットカード,完了
ORD0000194,2024-01-09,C002538,P0002,SKU00011,1,12300,3075,9225,VIP25,PayPay,完了
ORD0000195,2024-01-09,C002318,P0001,SKU00007,2,3700,0,7400,,代金引換,完了
ORD0000196,2024-01-09,C002318,P0003,SKU00028,1,4800,960,3840,SUMMER20,クレジットカード,完了
ORD0000197,2024-01-09,C001097,P0006,SKU00076,1,8900,0,8900,,クレジットカード,完了
ORD0000198,2024-01-09,C001097,P0010,SKU00129,1,3100,0,3100,,代金引換,完了
ORD0000199,2024-01-09,C002602,P0005,SKU00057,1,13100,0,13100,,コンビニ払い,完了
ORD0000200,2024-01-09,C001713,P0015,SKU00149,1,10900,0,10900,,PayPay,完了
ORD0000201,2024-01-10,C001092,P0016,SKU00154,1,5200,0,5200,,クレジットカード,完了
ORD0000202,2024-01-10,C002939,P0004,SKU00045,1,4800,960,3840,SUMMER20,コンビニ払い,完了
ORD0000203,2024-01-10,C002939,P0005,SKU00057,1,13100,1965,11135,WINTER15,クレジットカード,完了
ORD0000204,2024-01-10,C002939,P0005,SKU00056,2,13100,6550,19650,VIP25,PayPay,完了
ORD0000205,2024-01-10,C001860,P0001,SKU00003,1,3700,370,3330,WELCOME10,クレジットカード,完了
ORD0000206,2024-01-10,C002331,P0005,SKU00061,1,13100,2620,10480,SUMMER20,代金引換,完了
ORD0000207,2024-01-10,C001188,P0007,SKU00086,1,6600,0,6600,,クレジットカード,完了
ORD0000208,2024-01-10,C001188,P0003,SKU00026,1,4800,0,4800,,クレジットカード,返品
ORD0000209,2024-01-10,C001821,P0008,SKU00098,1,14800,0,14800,,コンビニ払い,完了
ORD0000210,2024-01-10,C002477,P0001,SKU00004,1,3700,0,3700,,クレジットカード,完了
ORD0000211,2024-01-10,C000135,P0008,SKU00099,3,14800,0,44400,,クレジットカード,完了
ORD0000212,2024-01-10,C002905,P0002,SKU00018,1,12300,0,12300,,クレジットカード,完了
ORD0000213,2024-01-10,C002498,P0013,SKU00144,1,12800,0,12800,,楽天ペイ,完了
ORD0000214,2024-01-10,C000583,P0010,SKU00129,3,3100,2325,6975,VIP25,楽天ペイ,返品
ORD0000215,2024-01-10,C000583,P0004,SKU00041,1,4800,1200,3600,VIP25,クレジットカード,完了
ORD0000216,2024-01-10,C001943,P0007,SKU00086,1,6600,0,6600,,PayPay,完了
ORD0000217,2024-01-10,C002113,P0009,SKU00113,1,2400,0,2400,,クレジットカード,完了
ORD0000218,2024-01-10,C002377,P0002,SKU00013,1,12300,3075,9225,VIP25,楽天ペイ,完了
ORD0000219,2024-01-10,C002377,P0016,SKU00152,2,5200,1560,8840,WINTER15,クレジットカード,完了
ORD0000220,2024-01-10,C000802,P0004,SKU00048,1,4800,720,4080,WINTER15,PayPay,完了
ORD0000221,2024-01-10,C000802,P0005,SKU00059,1,13100,0,13100,,クレジットカード,完了
ORD0000222,2024-01-10,C001443,P0002,SKU00020,2,12300,0,24600,,クレジットカード,完了
ORD0000223,2024-01-10,C001141,P0001,SKU00007,1,3700,555,3145,WINTER15,PayPay,完了
ORD0000224,2024-01-10,C001908,P0006,SKU00080,1,8900,0,8900,,PayPay,完了
ORD0000225,2024-01-10,C001908,P0004,SKU00049,1,4800,1200,3600,VIP25,PayPay,完了
ORD0000226,2024-01-10,C001908,P0005,SKU00056,1,13100,0,13100,,クレジットカード,返品
ORD0000227,2024-01-10,C001999,P0014,SKU00148,1,4900,1225,3675,VIP25,クレジットカード,完了
ORD0000228,2024-01-10,C002865,P0009,SKU00115,3,2400,0,7200,,代金引換,完了
ORD0000229,2024-01-10,C001305,P0005,SKU00055,2,13100,0,26200,,PayPay,完了
ORD0000230,2024-01-10,C001305,P0005,SKU00063,2,13100,0,26200,,楽天ペイ,完了
ORD0000231,2024-01-10,C000840,P0002,SKU00019,3,12300,0,36900,,クレジットカード,完了
ORD0000232,2024-01-10,C000634,P0005,SKU00058,1,13100,1310,11790,WELCOME10,楽天ペイ,完了
ORD0000233,2024-01-10,C001995,P0009,SKU00120,1,2400,0,2400,,クレジットカード,完了
ORD0000234,2024-01-10,C002730,P0007,SKU00086,1,6600,0,6600,,PayPay,キャンセル
ORD0000235,2024-01-11,C001955,P0013,SKU00145,1,12800,0,12800,,楽天ペイ,完了
ORD0000236,2024-01-11,C002912,P0005,SKU00062,2,13100,0,26200,,コンビニ払い,完了
ORD0000237,2024-01-11,C002912,P0003,SKU00030,1,4800,0,4800,,クレジットカード,完了
ORD0000238,2024-01-11,C001834,P0002,SKU00012,1,12300,1845,10455,WINTER15,楽天ペイ,完了
ORD0000239,2024-01-11,C001834,P0016,SKU00153,2,5200,1040,9360,WELCOME10,クレジットカード,完了
ORD0000240,2024-01-11,C001834,P0011,SKU00140,3,6400,0,19200,,代金引換,完了
ORD0000241,2024-01-11,C002990,P0005,SKU00053,1,13100,0,13100,,コンビニ払い,完了
ORD0000242,2024-01-11,C001419,P0002,SKU00015,1,12300,0,12300,,コンビニ払い,キャンセル
ORD0000243,2024-01-11,C001928,P0009,SKU00113,1,2400,0,2400,,クレジットカード,完了
ORD0000244,2024-01-11,C000552,P0009,SKU00116,2,2400,0,4800,,クレジットカード,完了
ORD0000245,2024-01-11,C000552,P0017,SKU00157,1,7700,0,7700,,クレジットカード,完了
ORD0000246,2024-01-11,C000552,P0004,SKU00039,1,4800,1200,3600,VIP25,PayPay,完了
ORD0000247,2024-01-11,C000065,P0012,SKU00142,2,3600,0,7200,,PayPay,返品
ORD0000248,2024-01-11,C000065,P0010,SKU00126,1,3100,465,2635,WINTER15,クレジットカード,完了
ORD0000249,2024-01-11,C000065,P0005,SKU00065,1,13100,3275,9825,VIP25,代金引換,完了
ORD0000250,2024-01-11,C001275,P0016,SKU00152,1,5200,520,4680,WELCOME10,クレジットカード,完了
ORD0000251,2024-01-11,C002776,P0005,SKU00065,2,13100,0,26200,,クレジットカード,完了
ORD0000252,2024-01-11,C000698,P0006,SKU00071,1,8900,0,8900,,クレジットカード,完了
ORD0000253,2024-01-11,C000255,P0003,SKU00029,1,4800,480,4320,WELCOME10,クレジットカード,完了
ORD0000254,2024-01-11,C001223,P0007,SKU00096,1,6600,0,6600,,クレジットカード,返品
ORD0000255,2024-01-11,C000419,P0011,SKU00139,1,6400,0,6400,,クレジットカード,完了
ORD0000256,2024-01-11,C000419,P0008,SKU00102,1,14800,0,14800,,クレジットカード,完了
ORD0000257,2024-01-11,C000419,P0002,SKU00015,1,12300,0,12300,,コンビニ払い,返品
ORD0000258,2024-01-11,C002138,P0002,SKU00013,1,12300,2460,9840,SUMMER20,PayPay,完了
ORD0000259,2024-01-11,C001599,P0002,SKU00010,1,12300,0,12300,,PayPay,完了
ORD0000260,2024-01-11,C002386,P0007,SKU00089,3,6600,0,19800,,楽天ペイ,完了
ORD0000261,2024-01-11,C002386,P0013,SKU00144,1,12800,0,12800,,クレジットカード,完了
ORD0000262,2024-01-11,C002260,P0009,SKU00111,1,2400,600,1800,VIP25,コンビニ払い,完了
ORD0000263,2024-01-11,C001000,P0004,SKU00050,2,4800,0,9600,,クレジットカード,完了
ORD0000264,2024-01-12,C001204,P0005,SKU00056,1,13100,0,13100,,クレジットカード,完了
ORD0000265,2024-01-12,C001212,P0009,SKU00120,1,2400,0,2400,,コンビニ払い,完了
ORD0000266,2024-01-12,C001212,P0005,SKU00065,2,13100,5240,20960,SUMMER20,楽天ペイ,完了
ORD0000267,2024-01-12,C001212,P0005,SKU00060,1,13100,0,13100,,クレジットカード,完了
ORD0000268,2024-01-12,C002215,P0002,SKU00015,1,12300,3075,9225,VIP25,楽天ペイ,完了
ORD0000269,2024-01-12,C001536,P0011,SKU00136,1,6400,1280,5120,SUMMER20,クレジットカード,完了
ORD0000270,2024-01-12,C002976,P0008,SKU00108,1,14800,0,14800,,クレジットカード,完了
ORD0000271,2024-01-12,C001198,P0006,SKU00079,1,8900,1335,7565,WINTER15,代金引換,完了
